Category Text,Code,Question Text
MEC: Certificate Early Attendance,MECS13A30,Equipment management & Maintenance (PMV)
MEC: Certificate Early Attendance,MECS14A30,Non-destructive testing: Quality control & structural evaluation (MEC)
MEC: Certificate Early Attendance,MECS15A30,Power of Coolants in the construction industry + Coolants DEMO (coolants v/s water v/s other low quality coolants) (PMV)
MEC: Certificate Early Attendance,MECS16A30,Mobile Elevating Work Platform (MEWP) Fleet Management (PMV)
MEC: Certificate Early Attendance,MECS17A30,Advantages of using dry mix mortar (MEC)
MEC: Certificate Early Attendance,MECS18A30,Influence of soil conditions on design of structures: (MEC)
MEC: Certificate Early Attendance,MECS19A30,Green Building Materials (MEC)
MEC: Certificate Early Attendance,MECS20A30,GRC – The Next Generation of Materials and Applications (MEC)
MEC: Certificate Early Attendance,MECS21A30,Difference in lubricants formulated with Group 1 v/s Group 2 base oils and impact on your equipment’s (PANEL)  (PMV)
MEC: Certificate Early Attendance,MECS22A30,Rail Less Overhead Crane Technology (PMV)
MEC: Certificate Early Attendance,MECW1A30,Fabric Reinforced Cementitious Matrix (FRCM) Composites for Infrastructure Strengthening (MEC)
MEC: Certificate Early Attendance,MECW2A30,Tips to Finance Machinery (PMV)
MEC: Certificate Early Attendance,MECW3A30,How to continue to rebuild and prevent against natural disaster? (MEC)
MEC: Certificate Early Attendance,MECW4A30,How to buy and sell construction equipment like a pro? (PMV)
MEC: Certificate Early Attendance,MECW5A30,Challenges and Opportunities in the Concrete Industry (MEC)
MEC: Certificate Early Attendance,MECW6A30, Recycled Concrete in Road Projects (MEC)
MEC: Certificate Early Attendance,MECW7A30,Concrete Sustainability – The MASDAR Experience (MEC)
MEC: Certificate Early Attendance,MECW8A30,Understanding the application and dynamics of Green Concrete in Dubai (Panel) (MEC)
MEC: Certificate Early Attendance,MECW9A30,Durability of Concrete Structures in Aggressive Conditions with FRC (MEC)
MEC: Certificate Early Attendance,MECW10A30,Practical approach towards Behavior Based Safety through OHS Culture Maturity Development Tools (PMV)
MEC: Certificate Early Attendance,MECW11A30,Advanced Materials and Techniques for Reinforced Concrete Structures – Fiber Reinforced Polymer (FRP) (PANEL) (MEC)
MEC: Certificate Early Attendance,MECW12A30,Evolution of the Tipper Body Weight for the Construction market worldwide (PMV)
MEC: Certificate Early Attendance,MECW13A30,Innovative design methods of concrete – (Intro to Decorative Concrete) (MEC)
MEC: Certificate Early Attendance,MECW14A30,Coloring options for Decorative Concrete - From boring to beautiful - adding color to new or existing concrete (MEC)
MEC: Certificate Early Attendance,MECW15A30,Troubleshooting Coating & Sealer Failures - Coating Preparation (MEC)
MEC: Certificate Early Attendance,MECW16A30,Trends in Polished Concrete (MEC)
MEC: Certificate Early Attendance,MECW17A30,The role of telematics in the Middle East's Construction: Big Data and Big Machines (PMV)
MEC: Certificate Early Attendance,MECW18A30,Concrete Repair (MEC)
MEC: Certificate Early Attendance,MECW19A30,Arbitration and dispute resolutions in construction claims (MEC)
MEC: Certificate Early Attendance,MECW20A30,Efforts towards low emission targets: Clean construction Industry (PMV)
MEC: Certificate Early Attendance,MECW21A30,Integrated reliability and durability based structural health monitoring in concrete structures:  case study bridges (MEC)
MEC: Certificate Early Attendance,MECW22A30,Precast innovations for sustainability and competitiveness (MEC)
MEC: Certificate Early Attendance,MECW23A30,Advance Dry Mortar Technology (MEC)
MEC: Certificate Early Attendance,MECW24A30,Development of cement free polymer concrete for use in UAE (MEC)
MEC: Certificate Early Attendance,MECW25A30,The heavy equipment health check
MEC: Certificate Early Attendance,MECW26A30,Personal Protection Equipment (PPE) –health and safety (PMV)
MEC: Certificate Early Attendance,MECW27A30,Demystifying the ‘fit for purpose’ obligations in EPC and Design & Build Contracts (MEC)
MEC: Certificate Early Attendance,MECW28A30,Mobile Elevating Work Platform innovation & Development (PMV)
MEC: Certificate Early Attendance,MECW29A30,Performance-Based Specifications: Case studies in the UAE (MEC)
MEC: Certificate Early Attendance,MECW30A30,Advances in hot weather concreting (MEC)
MEC: Certificate Early Attendance,MECW31A30,Carbon Dioxide Utilization in Ready-mix Concrete Production (MEC)
MEC: Certificate Early Attendance,MECW32A30,"Polyurea, A miracle in coating industry (MEC)"
MEC: Certificate Early Attendance - Collected,XMECS1A30,X-Coded:  How to manage BIM for Concrete Construction (MEC)
MEC: Certificate Early Attendance - Collected,XMECS2A30,X-Coded Achieving increased concrete durability and serviceability by the use of improved construction materials and techniques (MEC)
MEC: Certificate Early Attendance - Collected,XMECS3A30,X-Coded Commercial vehicle lubricants in a low Sulphur diesel environment (PMV)
MEC: Certificate Early Attendance - Collected,XMECS4A30,X-Coded Can Performance-Based Specifications be implemented for Durability of Concrete? Will it work? (MEC)
MEC: Certificate Early Attendance - Collected,XMECS5A30,X-Coded Enhancement of Reinforced Concrete Infrastructure Service Life in the GCC Countries
MEC: Certificate Early Attendance - Collected,XMECS6A30,X-Coded Construction and demolition waste recycling – Does it make a business case? (MEC)
MEC: Certificate Early Attendance - Collected,XMECS7A30,X-Coded Work at Height Safety (PMV)
MEC: Certificate Early Attendance - Collected,XMECS8A30,X-Coded Middle East Concrete Market (MEC)
MEC: Certificate Early Attendance - Collected,XMECS9A30,X-Coded Robotics and Applications (PMV)
MEC: Certificate Early Attendance - Collected,XMECS10A30,X-Coded The Importance of Effective Construction Management in Today’s Competitive Marketplace”.
MEC: Certificate Early Attendance - Collected,XMECS11A30,X-Coded Hybrid System Injection - A New Technology (PMV)
MEC: Certificate Early Attendance - Collected,XMECS12A30,X-Coded The Development of the GRC Industry – 40 years on (MEC)
MEC: Certificate Early Attendance - Collected,XMECS13A30,X-Coded Equipment management & Maintenance (PMV)
MEC: Certificate Early Attendance - Collected,XMECS14A30,X-Coded Non-destructive testing: Quality control & structural evaluation (MEC)
MEC: Certificate Early Attendance - Collected,XMECS15A30,X-Coded Power of Coolants in the construction industry + Coolants DEMO (coolants v/s water v/s other low quality coolants) (PMV)
MEC: Certificate Early Attendance - Collected,XMECS16A30,X-Coded Mobile Elevating Work Platform (MEWP) Fleet Management (PMV)
MEC: Certificate Early Attendance - Collected,XMECS17A30,X-Coded Advantages of using dry mix mortar (MEC)
MEC: Certificate Early Attendance - Collected,XMECS18A30,X-Coded Influence of soil conditions on design of structures: (MEC)
MEC: Certificate Early Attendance - Collected,XMECS19A30,X-Coded Green Building Materials (MEC)
MEC: Certificate Early Attendance - Collected,XMECS20A30,X-Coded GRC – The Next Generation of Materials and Applications (MEC)
MEC: Certificate Early Attendance - Collected,XMECS21A30,X-Coded Difference in lubricants formulated with Group 1 v/s Group 2 base oils and impact on your equipment’s (PANEL)  (PMV)
MEC: Certificate Early Attendance - Collected,XMECS22A30,X-Coded Rail Less Overhead Crane Technology (PMV)
MEC: Certificate Early Attendance - Collected,XMECW1A30,X-Coded Fabric Reinforced Cementitious Matrix (FRCM) Composites for Infrastructure Strengthening (MEC)
MEC: Certificate Early Attendance - Collected,XMECW2A30,X-Coded Tips to Finance Machinery (PMV)
MEC: Certificate Early Attendance - Collected,XMECW3A30,X-Coded How to continue to rebuild and prevent against natural disaster? (MEC)
MEC: Certificate Early Attendance - Collected,XMECW4A30,X-Coded How to buy and sell construction equipment like a pro? (PMV)
MEC: Certificate Early Attendance - Collected,XMECW5A30,X-Coded Challenges and Opportunities in the Concrete Industry (MEC)
MEC: Certificate Early Attendance - Collected,XMECW6A30,X-Coded  Recycled Concrete in Road Projects (MEC)
MEC: Certificate Early Attendance - Collected,XMECW7A30,X-Coded Concrete Sustainability – The MASDAR Experience (MEC)
MEC: Certificate Early Attendance - Collected,XMECW8A30,X-Coded Understanding the application and dynamics of Green Concrete in Dubai (Panel) (MEC)
MEC: Certificate Early Attendance - Collected,XMECW9A30,X-Coded Durability of Concrete Structures in Aggressive Conditions with FRC (MEC)
MEC: Certificate Early Attendance - Collected,XMECW10A30,X-Coded Practical approach towards Behavior Based Safety through OHS Culture Maturity Development Tools (PMV)
MEC: Certificate Early Attendance - Collected,XMECW11A30,X-Coded Advanced Materials and Techniques for Reinforced Concrete Structures – Fiber Reinforced Polymer (FRP) (PANEL) (MEC)
MEC: Certificate Early Attendance - Collected,XMECW12A30,X-Coded Evolution of the Tipper Body Weight for the Construction market worldwide (PMV)
MEC: Certificate Early Attendance - Collected,XMECW13A30,X-Coded Innovative design methods of concrete – (Intro to Decorative Concrete) (MEC)
MEC: Certificate Early Attendance - Collected,XMECW14A30,X-Coded Coloring options for Decorative Concrete - From boring to beautiful - adding color to new or existing concrete (MEC)
MEC: Certificate Early Attendance - Collected,XMECW15A30,X-Coded Troubleshooting Coating & Sealer Failures - Coating Preparation (MEC)
MEC: Certificate Early Attendance - Collected,XMECW16A30,X-Coded Trends in Polished Concrete (MEC)
MEC: Certificate Early Attendance - Collected,XMECW17A30,X-Coded The role of telematics in the Middle East's Construction: Big Data and Big Machines (PMV)
MEC: Certificate Early Attendance - Collected,XMECW18A30,X-Coded Concrete Repair (MEC)
MEC: Certificate Early Attendance - Collected,XMECW19A30,X-Coded Arbitration and dispute resolutions in construction claims (MEC)
MEC: Certificate Early Attendance - Collected,XMECW20A30,X-Coded Efforts towards low emission targets: Clean construction Industry (PMV)
MEC: Certificate Early Attendance - Collected,XMECW21A30,X-Coded Integrated reliability and durability based structural health monitoring in concrete structures:  case study bridges (MEC)
MEC: Certificate Early Attendance - Collected,XMECW22A30,X-Coded Precast innovations for sustainability and competitiveness (MEC)
MEC: Certificate Early Attendance - Collected,XMECW23A30,X-Coded Advance Dry Mortar Technology (MEC)
MEC: Certificate Early Attendance - Collected,XMECW24A30,X-Coded Development of cement free polymer concrete for use in UAE (MEC)
MEC: Certificate Early Attendance - Collected,XMECW25A30,X-Coded The heavy equipment health check
MEC: Certificate Early Attendance - Collected,XMECW26A30,X-Coded Personal Protection Equipment (PPE) –health and safety (PMV)
MEC: Certificate Early Attendance - Collected,XMECW27A30,X-Coded Demystifying the ‘fit for purpose’ obligations in EPC and Design & Build Contracts (MEC)
MEC: Certificate Early Attendance - Collected,XMECW28A30,X-Coded Mobile Elevating Work Platform innovation & Development (PMV)
MEC: Certificate Early Attendance - Collected,XMECW29A30,X-Coded Performance-Based Specifications: Case studies in the UAE (MEC)
MEC: Certificate Early Attendance - Collected,XMECW30A30,X-Coded Advances in hot weather concreting (MEC)
MEC: Certificate Early Attendance - Collected,XMECW31A30,X-Coded Carbon Dioxide Utilization in Ready-mix Concrete Production (MEC)
MEC: Certificate Early Attendance - Collected,XMECW32A30,"X-Coded Polyurea, A miracle in coating industry (MEC)"
MEC: Certificate Early Attendance - Printed,PRINT_MECS1A30,PRINTED:   How to manage BIM for Concrete Construction (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECS2A30,PRINTED:  Achieving increased concrete durability and serviceability by the use of improved construction materials and techniques (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECS3A30,PRINTED:  Commercial vehicle lubricants in a low Sulphur diesel environment (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECS4A30,PRINTED:  Can Performance-Based Specifications be implemented for Durability of Concrete? Will it work? (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECS5A30,PRINTED:  Enhancement of Reinforced Concrete Infrastructure Service Life in the GCC Countries
MEC: Certificate Early Attendance - Printed,PRINT_MECS6A30,PRINTED:  Construction and demolition waste recycling – Does it make a business case? (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECS7A30,PRINTED:  Work at Height Safety (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECS8A30,PRINTED:  Middle East Concrete Market (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECS9A30,PRINTED:  Robotics and Applications (PMV)
MEC: Certificate Early Attendance - Printed,XMEC1A30,X-Coded: Test 
MEC: Certificate Early Attendance - Printed,PRINT_MECS11A30,PRINTED:  Hybrid System Injection - A New Technology (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECS12A30,PRINTED:  The Development of the GRC Industry – 40 years on (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECS13A30,PRINTED:  Equipment management & Maintenance (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECS14A30,PRINTED:  Non-destructive testing: Quality control & structural evaluation (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECS15A30,PRINTED:  Power of Coolants in the construction industry + Coolants DEMO (coolants v/s water v/s other low quality coolants) (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECS16A30,PRINTED:  Mobile Elevating Work Platform (MEWP) Fleet Management (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECS17A30,PRINTED:  Advantages of using dry mix mortar (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECS18A30,PRINTED:  Influence of soil conditions on design of structures: (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECS19A30,PRINTED:  Green Building Materials (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECS20A30,PRINTED:  GRC – The Next Generation of Materials and Applications (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECS21A30,PRINTED:  Difference in lubricants formulated with Group 1 v/s Group 2 base oils and impact on your equipment’s (PANEL)  (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECS22A30,PRINTED:  Rail Less Overhead Crane Technology (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECW1A30,PRINTED:  Fabric Reinforced Cementitious Matrix (FRCM) Composites for Infrastructure Strengthening (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW2A30,PRINTED:  Tips to Finance Machinery (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECW3A30,PRINTED:  How to continue to rebuild and prevent against natural disaster? (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW4A30,PRINTED:  How to buy and sell construction equipment like a pro? (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECW5A30,PRINTED:  Challenges and Opportunities in the Concrete Industry (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW6A30,PRINTED:   Recycled Concrete in Road Projects (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW7A30,PRINTED:  Concrete Sustainability – The MASDAR Experience (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW8A30,PRINTED:  Understanding the application and dynamics of Green Concrete in Dubai (Panel) (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW9A30,PRINTED:  Durability of Concrete Structures in Aggressive Conditions with FRC (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW10A30,PRINTED:  Practical approach towards Behavior Based Safety through OHS Culture Maturity Development Tools (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECW11A30,PRINTED:  Advanced Materials and Techniques for Reinforced Concrete Structures – Fiber Reinforced Polymer (FRP) (PANEL) (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW12A30,PRINTED:  Evolution of the Tipper Body Weight for the Construction market worldwide (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECW13A30,PRINTED:  Innovative design methods of concrete – (Intro to Decorative Concrete) (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW14A30,PRINTED:  Coloring options for Decorative Concrete - From boring to beautiful - adding color to new or existing concrete (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW15A30,PRINTED:  Troubleshooting Coating & Sealer Failures - Coating Preparation (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW16A30,PRINTED:  Trends in Polished Concrete (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW17A30,PRINTED:  The role of telematics in the Middle East's Construction: Big Data and Big Machines (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECW18A30,PRINTED:  Concrete Repair (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW19A30,PRINTED:  Arbitration and dispute resolutions in construction claims (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW20A30,PRINTED:  Efforts towards low emission targets: Clean construction Industry (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECW21A30,PRINTED:  Integrated reliability and durability based structural health monitoring in concrete structures:  case study bridges (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW22A30,PRINTED:  Precast innovations for sustainability and competitiveness (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW23A30,PRINTED:  Advance Dry Mortar Technology (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW24A30,PRINTED:  Development of cement free polymer concrete for use in UAE (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW25A30,PRINTED:  The heavy equipment health check
MEC: Certificate Early Attendance - Printed,PRINT_MECW26A30,PRINTED:  Personal Protection Equipment (PPE) –health and safety (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECW27A30,PRINTED:  Demystifying the ‘fit for purpose’ obligations in EPC and Design & Build Contracts (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW28A30,PRINTED:  Mobile Elevating Work Platform innovation & Development (PMV)
MEC: Certificate Early Attendance - Printed,PRINT_MECW29A30,PRINTED:  Performance-Based Specifications: Case studies in the UAE (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW30A30,PRINTED:  Advances in hot weather concreting (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW31A30,PRINTED:  Carbon Dioxide Utilization in Ready-mix Concrete Production (MEC)
MEC: Certificate Early Attendance - Printed,PRINT_MECW32A30,"PRINTED:  Polyurea, A miracle in coating industry (MEC)"
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS1A30,EMAILED:   How to manage BIM for Concrete Construction (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS2A30,EMAILED:  Achieving increased concrete durability and serviceability by the use of improved construction materials and techniques (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS3A30,EMAILED:  Commercial vehicle lubricants in a low Sulphur diesel environment (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS4A30,EMAILED:  Can Performance-Based Specifications be implemented for Durability of Concrete? Will it work? (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS5A30,EMAILED:  Enhancement of Reinforced Concrete Infrastructure Service Life in the GCC Countries
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS6A30,EMAILED:  Construction and demolition waste recycling – Does it make a business case? (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS7A30,EMAILED:  Work at Height Safety (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS8A30,EMAILED:  Middle East Concrete Market (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS9A30,EMAILED:  Robotics and Applications (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS10A30,EMAILED:  The Importance of Effective Construction Management in Today’s Competitive Marketplace”.
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS11A30,EMAILED:  Hybrid System Injection - A New Technology (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS12A30,EMAILED:  The Development of the GRC Industry – 40 years on (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MEC1A30,EMAILED: MEC1A30
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS14A30,EMAILED:  Non-destructive testing: Quality control & structural evaluation (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS15A30,EMAILED:  Power of Coolants in the construction industry + Coolants DEMO (coolants v/s water v/s other low quality coolants) (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS16A30,EMAILED:  Mobile Elevating Work Platform (MEWP) Fleet Management (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS17A30,EMAILED:  Advantages of using dry mix mortar (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS18A30,EMAILED:  Influence of soil conditions on design of structures: (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS19A30,EMAILED:  Green Building Materials (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS20A30,EMAILED:  GRC – The Next Generation of Materials and Applications (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS21A30,EMAILED:  Difference in lubricants formulated with Group 1 v/s Group 2 base oils and impact on your equipment’s (PANEL)  (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECS22A30,EMAILED:  Rail Less Overhead Crane Technology (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW1A30,EMAILED:  Fabric Reinforced Cementitious Matrix (FRCM) Composites for Infrastructure Strengthening (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW2A30,EMAILED:  Tips to Finance Machinery (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW3A30,EMAILED:  How to continue to rebuild and prevent against natural disaster? (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW4A30,EMAILED:  How to buy and sell construction equipment like a pro? (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW5A30,EMAILED:  Challenges and Opportunities in the Concrete Industry (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW6A30,EMAILED:   Recycled Concrete in Road Projects (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW7A30,EMAILED:  Concrete Sustainability – The MASDAR Experience (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW8A30,EMAILED:  Understanding the application and dynamics of Green Concrete in Dubai (Panel) (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW9A30,EMAILED:  Durability of Concrete Structures in Aggressive Conditions with FRC (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW10A30,EMAILED:  Practical approach towards Behavior Based Safety through OHS Culture Maturity Development Tools (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW11A30,EMAILED:  Advanced Materials and Techniques for Reinforced Concrete Structures – Fiber Reinforced Polymer (FRP) (PANEL) (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW12A30,EMAILED:  Evolution of the Tipper Body Weight for the Construction market worldwide (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW13A30,EMAILED:  Innovative design methods of concrete – (Intro to Decorative Concrete) (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW14A30,EMAILED:  Coloring options for Decorative Concrete - From boring to beautiful - adding color to new or existing concrete (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW15A30,EMAILED:  Troubleshooting Coating & Sealer Failures - Coating Preparation (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW16A30,EMAILED:  Trends in Polished Concrete (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW17A30,EMAILED:  The role of telematics in the Middle East's Construction: Big Data and Big Machines (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW18A30,EMAILED:  Concrete Repair (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW19A30,EMAILED:  Arbitration and dispute resolutions in construction claims (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW20A30,EMAILED:  Efforts towards low emission targets: Clean construction Industry (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW21A30,EMAILED:  Integrated reliability and durability based structural health monitoring in concrete structures:  case study bridges (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW22A30,EMAILED:  Precast innovations for sustainability and competitiveness (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW23A30,EMAILED:  Advance Dry Mortar Technology (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW24A30,EMAILED:  Development of cement free polymer concrete for use in UAE (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW25A30,EMAILED:  The heavy equipment health check
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW26A30,EMAILED:  Personal Protection Equipment (PPE) –health and safety (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW27A30,EMAILED:  Demystifying the ‘fit for purpose’ obligations in EPC and Design & Build Contracts (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW28A30,EMAILED:  Mobile Elevating Work Platform innovation & Development (PMV)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW29A30,EMAILED:  Performance-Based Specifications: Case studies in the UAE (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW30A30,EMAILED:  Advances in hot weather concreting (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW31A30,EMAILED:  Carbon Dioxide Utilization in Ready-mix Concrete Production (MEC)
MEC: Certificate Early Attendance - Emailed,EMAIL_MECW32A30,"EMAILED:  Polyurea, A miracle in coating industry (MEC)"
MEC: Certificate Early Attendance - Emailed,EMAIL_MEC1A30,EMAILED: MEC1A30
Onsite Attendee Codes,ATTENDED,Attended
Onsite Attendee Codes,NO_SHOW,No Show
