"","Card.Number","Date","flow","day"
"21025","3711025272",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"21026","3711025276",2017-09-18,"Seafex",2
"21027","3711025276",2017-09-19,"Seafex",3
"21028","3711025276",2017-09-20,"Seafex",4
"21029","3711025278",2017-09-18,"Seafex-Gulf Host-Yummex",2
"21030","3711025279",2017-09-18,"Crossover into Hotel / Leisure-Seafex",2
"21031","3711025280",2017-09-19,"Seafex",3
"21032","3711025280",2017-09-20,"Seafex",4
"21033","3711025281",2017-09-18,"Seafex",2
"21034","3711025282",2017-09-18,"Seafex",2
"21035","3711025282",2017-09-19,"Seafex",3
"21036","3711025282",2017-09-20,"Seafex",4
"21037","3711025284",2017-09-18,"Seafex",2
"21038","3711025284",2017-09-19,"Seafex",3
"21039","3711025284",2017-09-20,"Seafex",4
"21040","3711025285",2017-09-18,"The Specialty Food Festival-Seafex",2
"21041","3711025285",2017-09-19,"Yummex-Seafex",3
"21042","3711025285",2017-09-20,"Seafex",4
"21043","3711025286",2017-09-18,"Seafex",2
"21044","3711025286",2017-09-19,"Yummex-Seafex",3
"21045","3711025286",2017-09-20,"The Specialty Food Festival-Seafex",4
"21046","3711025288",2017-09-19,"Yummex",3
"21047","3711025288",2017-09-20,"Seafex",4
"21048","3711025289",2017-09-18,"Crossover into Hotel / Leisure-Seafex-The Specialty Food Festival-Crossover into Hotel / Leisure-Yummex-Seafex-Crossover into Hotel / Leisure-The Specialty Food Festival-Seafex",2
"21049","3711025289",2017-09-19,"Yummex-Seafex-Yummex-Seafex-Yummex",3
"21050","3711025289",2017-09-20,"Seafex",4
"21051","3711025290",2017-09-20,"Yummex-Crossover into Hotel / Leisure",4
"21052","3711025292",2017-09-18,"Seafex",2
"21053","3711025292",2017-09-19,"Seafex",3
"21054","3711025293",2017-09-18,"Seafex",2
"21055","3711025293",2017-09-19,"Seafex",3
"21056","3711025293",2017-09-20,"Seafex",4
"21057","3711025294",2017-09-18,"Seafex",2
"21058","3711025294",2017-09-19,"Yummex-Seafex",3
"21059","3711025294",2017-09-20,"Crossover into Hotel / Leisure-Yummex",4
"21060","3711025295",2017-09-18,"Seafex",2
"21061","3711025295",2017-09-19,"Seafex",3
"21062","3711025296",2017-09-20,"Seafex",4
"21063","3711025297",2017-09-18,"Seafex",2
"21064","3711025297",2017-09-19,"Seafex",3
"21065","3711025298",2017-09-20,"Seafex",4
"21066","3711025299",2017-09-18,"Seafex",2
"21067","3711025299",2017-09-19,"Seafex",3
"21068","3711025299",2017-09-20,"Seafex",4
"21069","3711025300",2017-09-18,"Seafex",2
"21070","3711025300",2017-09-19,"Seafex",3
"21071","3711025300",2017-09-20,"Seafex",4
"21072","3711025301",2017-09-20,"Crossover into Hotel / Leisure-Yummex",4
"21073","3711025302",2017-09-19,"Yummex",3
"21074","3711025303",2017-09-18,"Seafex",2
"21075","3711025303",2017-09-19,"Yummex-Seafex-Yummex-Seafex",3
"21076","3711025303",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Seafex",4
"21077","3711025304",2017-09-18,"Yummex-Crossover into Hotel / Leisure-Seafex",2
"21078","3711025304",2017-09-19,"Yummex-Seafex",3
"21079","3711025304",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival-Gulf Host-Yummex",4
"21080","3711025305",2017-09-18,"Yummex-Crossover into Hotel / Leisure",2
"21081","3711025306",2017-09-18,"Seafex",2
"21082","3711025306",2017-09-19,"Yummex",3
"21083","3711025306",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Seafex",4
"21084","3711025307",2017-09-18,"Yummex-Crossover into Hotel / Leisure",2
"21085","3711025307",2017-09-19,"Yummex",3
"21086","3711025307",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Seafex",4
"21087","3711025310",2017-09-19,"Gulf Host-Yummex",3
"21088","3711025310",2017-09-20,"Yummex-Seafex-Yummex",4
"21089","3711025313",2017-09-18,"The Specialty Food Festival",2
"21090","3711025313",2017-09-19,"Seafex",3
"21091","3711025313",2017-09-20,"Seafex-Crossover into Hotel / Leisure-Yummex-Seafex",4
"21092","3711025314",2017-09-18,"Seafex",2
"21093","3711025314",2017-09-19,"Seafex",3
"21094","3711025314",2017-09-20,"Seafex",4
"21095","3711025315",2017-09-18,"Seafex",2
"21096","3711025315",2017-09-19,"Seafex",3
"21097","3711025315",2017-09-20,"Seafex-Yummex-Seafex",4
"21098","3711025320",2017-09-18,"Seafex-The Specialty Food Festival",2
"21099","3711025320",2017-09-20,"Yummex",4
"21100","3711025322",2017-09-18,"Yummex-Seafex",2
"21101","3711025322",2017-09-19,"Seafex-Crossover into Hotel / Leisure-The Specialty Food Festival-Crossover into Hotel / Leisure",3
"21102","3711025322",2017-09-20,"Yummex-Seafex-Crossover into Hotel / Leisure",4
"21103","3711025324",2017-09-20,"Yummex-Seafex",4
"21104","3711025325",2017-09-19,"Seafex",3
"21105","3711025326",2017-09-19,"Seafex",3
"21106","3711025327",2017-09-18,"Seafex",2
"21107","3711025327",2017-09-19,"Seafex",3
"21108","3711025327",2017-09-20,"Seafex",4
"21109","3711025328",2017-09-18,"Seafex",2
"21110","3711025328",2017-09-19,"Seafex",3
"21111","3711025328",2017-09-20,"Seafex",4
"21112","3711025329",2017-09-18,"Seafex",2
"21113","3711025329",2017-09-19,"Yummex-Seafex",3
"21114","3711025329",2017-09-20,"Seafex",4
"21115","3711025330",2017-09-18,"Seafex",2
"21116","3711025331",2017-09-18,"Seafex",2
"21117","3711025331",2017-09-19,"Yummex-Seafex-Crossover into Hotel / Leisure",3
"21118","3711025331",2017-09-20,"The Specialty Food Festival-Seafex-Crossover into Hotel / Leisure-Gulf Host-Yummex-Seafex",4
"21119","3711025332",2017-09-18,"Seafex-The Specialty Food Festival",2
"21120","3711025332",2017-09-19,"Seafex-The Specialty Food Festival-Crossover into Hotel / Leisure-Seafex",3
"21121","3711025332",2017-09-20,"Crossover into Hotel / Leisure-Seafex-Crossover into Hotel / Leisure-Gulf Host-Yummex-Seafex",4
"21122","3711025333",2017-09-18,"Seafex-The Specialty Food Festival",2
"21123","3711025333",2017-09-19,"Seafex-Yummex-The Specialty Food Festival",3
"21124","3711025333",2017-09-20,"The Specialty Food Festival-Seafex-The Specialty Food Festival",4
"21125","3711025334",2017-09-18,"Seafex",2
"21126","3711025334",2017-09-19,"Seafex",3
"21127","3711025334",2017-09-20,"Seafex",4
"21128","3711025335",2017-09-18,"Seafex",2
"21129","3711025335",2017-09-19,"Seafex",3
"21130","3711025335",2017-09-20,"Seafex",4
"21131","3711025336",2017-09-18,"Seafex-Yummex",2
"21132","3711025336",2017-09-19,"Seafex-Yummex-Seafex-The Specialty Food Festival-Seafex",3
"21133","3711025336",2017-09-20,"The Specialty Food Festival-Seafex",4
"21134","3711025337",2017-09-18,"Seafex",2
"21135","3711025337",2017-09-19,"Seafex",3
"21136","3711025338",2017-09-18,"Seafex",2
"21137","3711025338",2017-09-19,"Gulf Host-Yummex",3
"21138","3711025338",2017-09-20,"Seafex",4
"21139","3711025339",2017-09-18,"Seafex-Gulf Host",2
"21140","3711025339",2017-09-20,"Gulf Host",4
"21141","3711025340",2017-09-18,"Seafex",2
"21142","3711025340",2017-09-19,"The Specialty Food Festival",3
"21143","3711025340",2017-09-20,"Seafex",4
"21144","3711025341",2017-09-18,"Seafex-The Specialty Food Festival-Seafex-Yummex-Seafex",2
"21145","3711025341",2017-09-19,"Seafex-Yummex-Seafex",3
"21146","3711025341",2017-09-20,"Yummex-Seafex",4
"21147","3711025342",2017-09-18,"Seafex",2
"21148","3711025342",2017-09-19,"The Specialty Food Festival-Seafex",3
"21149","3711025342",2017-09-20,"Seafex",4
"21150","3711025343",2017-09-18,"Seafex",2
"21151","3711025343",2017-09-19,"Seafex-The Specialty Food Festival-Seafex",3
"21152","3711025343",2017-09-20,"The Specialty Food Festival-Seafex",4
"21153","3711025344",2017-09-18,"Seafex-The Specialty Food Festival",2
"21154","3711025344",2017-09-19,"Yummex-Seafex-The Specialty Food Festival",3
"21155","3711025344",2017-09-20,"The Specialty Food Festival",4
"21156","3711025346",2017-09-18,"Seafex",2
"21157","3711025346",2017-09-20,"Gulf Host-Seafex",4
"21158","3711025347",2017-09-18,"Seafex",2
"21159","3711025347",2017-09-19,"Seafex",3
"21160","3711025347",2017-09-20,"Seafex",4
"21161","3711025348",2017-09-18,"Seafex",2
"21162","3711025348",2017-09-19,"Seafex",3
"21163","3711025349",2017-09-19,"Seafex-The Specialty Food Festival-Seafex",3
"21164","3711025349",2017-09-20,"Seafex",4
"21165","3711025350",2017-09-18,"Seafex-The Specialty Food Festival",2
"21166","3711025350",2017-09-19,"Seafex-The Specialty Food Festival-Seafex",3
"21167","3711025350",2017-09-20,"The Specialty Food Festival-Seafex-The Specialty Food Festival-Seafex",4
"21168","3711025351",2017-09-18,"The Specialty Food Festival-Seafex-The Specialty Food Festival",2
"21169","3711025351",2017-09-19,"Seafex-The Specialty Food Festival-Seafex-The Specialty Food Festival-Seafex",3
"21170","3711025351",2017-09-20,"The Specialty Food Festival-Seafex",4
"21171","3711025352",2017-09-19,"Seafex-The Specialty Food Festival-Seafex",3
"21172","3711025352",2017-09-20,"Seafex",4
"21173","3711025354",2017-09-18,"Seafex",2
"21174","3711025354",2017-09-19,"Seafex",3
"21175","3711025354",2017-09-20,"Seafex",4
"21176","3711025355",2017-09-18,"The Specialty Food Festival-Seafex",2
"21177","3711025355",2017-09-19,"Seafex-The Specialty Food Festival-Seafex",3
"21178","3711025355",2017-09-20,"Seafex",4
"21179","3711025356",2017-09-18,"Seafex",2
"21180","3711025356",2017-09-19,"Yummex",3
"21181","3711025356",2017-09-20,"Seafex",4
"21182","3711025357",2017-09-19,"Seafex",3
"21183","3711025357",2017-09-20,"Seafex",4
"21184","3711025358",2017-09-18,"Crossover into Hotel / Leisure-Seafex",2
"21185","3711025358",2017-09-19,"Seafex",3
"21186","3711025358",2017-09-20,"Seafex",4
"21187","3711025359",2017-09-18,"Crossover into Hotel / Leisure-Seafex",2
"21188","3711025359",2017-09-19,"Seafex",3
"21189","3711025359",2017-09-20,"Seafex",4
"21190","3711025360",2017-09-18,"The Specialty Food Festival",2
"21191","3711025360",2017-09-19,"Seafex",3
"21192","3711025360",2017-09-20,"Seafex-The Specialty Food Festival-Seafex",4
"21193","3711025361",2017-09-18,"The Specialty Food Festival-Seafex-Gulf Host-Crossover into Hotel / Leisure-Seafex",2
"21194","3711025361",2017-09-19,"Seafex-Yummex-Seafex",3
"21195","3711025361",2017-09-20,"Seafex",4
"21196","3711025362",2017-09-18,"Seafex-The Specialty Food Festival",2
"21197","3711025362",2017-09-19,"Seafex",3
"21198","3711025363",2017-09-18,"Seafex",2
"21199","3711025364",2017-09-18,"Seafex",2
"21200","3711025364",2017-09-19,"Yummex-Seafex",3
"21201","3711025364",2017-09-20,"The Specialty Food Festival-Seafex",4
"21202","3711025365",2017-09-19,"Seafex",3
"21203","3711025365",2017-09-20,"Seafex-The Specialty Food Festival",4
"21204","3711025366",2017-09-18,"Seafex-The Specialty Food Festival-Crossover into Hotel / Leisure-Yummex-Seafex",2
"21205","3711025366",2017-09-19,"Yummex-Seafex-The Specialty Food Festival",3
"21206","3711025366",2017-09-20,"Seafex",4
"21207","3711025367",2017-09-18,"Seafex",2
"21208","3711025367",2017-09-20,"The Specialty Food Festival",4
"21209","3711025368",2017-09-19,"Yummex",3
"21210","3711025369",2017-09-18,"The Specialty Food Festival-Seafex-Crossover into Hotel / Leisure-Yummex-Seafex",2
"21211","3711025369",2017-09-19,"Yummex-Seafex-Crossover into Hotel / Leisure",3
"21212","3711025369",2017-09-20,"Seafex",4
"21213","3711025371",2017-09-18,"Seafex-The Specialty Food Festival-Seafex-The Specialty Food Festival",2
"21214","3711025371",2017-09-19,"Seafex-The Specialty Food Festival",3
"21215","3711025372",2017-09-18,"Yummex-Seafex-Yummex-Seafex",2
"21216","3711025372",2017-09-19,"Yummex-Seafex",3
"21217","3711025373",2017-09-18,"Yummex-Seafex-Yummex",2
"21218","3711025374",2017-09-18,"Yummex-Seafex",2
"21219","3711025374",2017-09-19,"Yummex-Seafex",3
"21220","3711025375",2017-09-18,"Seafex",2
"21221","3711025375",2017-09-19,"Seafex",3
"21222","3711025375",2017-09-20,"Seafex",4
"21223","3711025376",2017-09-19,"The Specialty Food Festival-Seafex-Crossover into Hotel / Leisure",3
"21224","3711025376",2017-09-20,"Seafex",4
"21225","3711025377",2017-09-18,"Seafex",2
"21226","3711025377",2017-09-19,"Seafex",3
"21227","3711025377",2017-09-20,"Seafex",4
"21228","3711025378",2017-09-18,"Seafex",2
"21229","3711025378",2017-09-19,"Seafex",3
"21230","3711025378",2017-09-20,"Seafex",4
"21231","3711025380",2017-09-18,"Yummex-The Specialty Food Festival-Yummex-Seafex",2
"21232","3711025380",2017-09-19,"Yummex-Seafex",3
"21233","3711025380",2017-09-20,"Yummex-Seafex",4
"21234","3711025381",2017-09-18,"Yummex-Seafex",2
"21235","3711025381",2017-09-19,"Yummex-Seafex",3
"21236","3711025381",2017-09-20,"Yummex",4
"21237","3711025382",2017-09-18,"Yummex-Seafex-Yummex-Seafex",2
"21238","3711025382",2017-09-19,"Yummex-Seafex",3
"21239","3711025384",2017-09-18,"Yummex-Seafex-Crossover into Hotel / Leisure",2
"21240","3711025384",2017-09-19,"Yummex-Seafex",3
"21241","3711025384",2017-09-20,"Yummex-Seafex-Crossover into Hotel / Leisure",4
"21242","3711025385",2017-09-18,"Crossover into Hotel / Leisure-Yummex-Seafex",2
"21243","3711025385",2017-09-19,"The Specialty Food Festival-Seafex",3
"21244","3711025385",2017-09-20,"Yummex-Seafex",4
"21245","3711025387",2017-09-18,"Yummex-Seafex-Crossover into Hotel / Leisure",2
"21246","3711025387",2017-09-19,"Yummex-Seafex",3
"21247","3711025387",2017-09-20,"Yummex-Seafex-Crossover into Hotel / Leisure",4
"21248","3711025388",2017-09-18,"Crossover into Hotel / Leisure-Yummex-Seafex",2
"21249","3711025388",2017-09-19,"The Specialty Food Festival-Seafex",3
"21250","3711025388",2017-09-20,"Yummex-Seafex",4
"21251","3711025389",2017-09-18,"Yummex-Seafex-Crossover into Hotel / Leisure",2
"21252","3711025389",2017-09-19,"Yummex-Seafex-The Specialty Food Festival",3
"21253","3711025389",2017-09-20,"Yummex-Seafex-Crossover into Hotel / Leisure",4
"21254","3711025390",2017-09-18,"Yummex-Crossover into Hotel / Leisure",2
"21255","3711025390",2017-09-19,"Yummex-Seafex",3
"21256","3711025397",2017-09-18,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival-Gulf Host-Crossover into Hotel / Leisure-Yummex",2
"21257","3711025397",2017-09-19,"Yummex-Gulf Host-Crossover into Hotel / Leisure-The Specialty Food Festival",3
"21258","3711025397",2017-09-20,"Gulf Host-Yummex-The Specialty Food Festival-Crossover into Hotel / Leisure",4
"21259","3711025398",2017-09-18,"Yummex",2
"21260","3711025398",2017-09-19,"Yummex-Gulf Host-Yummex-Seafex-Yummex-The Specialty Food Festival",3
"21261","3711025398",2017-09-20,"The Specialty Food Festival-Yummex",4
"21262","3711025399",2017-09-18,"The Specialty Food Festival",2
"21263","3711025399",2017-09-20,"The Specialty Food Festival-Seafex",4
"21264","3711025400",2017-09-18,"The Specialty Food Festival-Yummex",2
"21265","3711025400",2017-09-19,"Yummex-Gulf Host-Seafex",3
"21266","3711025401",2017-09-18,"The Specialty Food Festival-Seafex-The Specialty Food Festival",2
"21267","3711025401",2017-09-19,"Yummex-The Specialty Food Festival",3
"21268","3711025401",2017-09-20,"The Specialty Food Festival-Yummex-The Specialty Food Festival",4
"21269","3711025402",2017-09-18,"The Specialty Food Festival",2
"21270","3711025402",2017-09-19,"Yummex-The Specialty Food Festival",3
"21271","3711025402",2017-09-20,"The Specialty Food Festival-Seafex",4
"21272","3711025403",2017-09-18,"The Specialty Food Festival",2
"21273","3711025403",2017-09-19,"The Specialty Food Festival",3
"21274","3711025403",2017-09-20,"The Specialty Food Festival-Crossover into Hotel / Leisure-Gulf Host",4
"21275","3711025404",2017-09-18,"The Specialty Food Festival",2
"21276","3711025404",2017-09-19,"Yummex",3
"21277","3711025404",2017-09-20,"The Specialty Food Festival-Seafex",4
"21278","3711025405",2017-09-19,"The Specialty Food Festival",3
"21279","3711025408",2017-09-18,"The Specialty Food Festival",2
"21280","3711025410",2017-09-18,"The Specialty Food Festival",2
"21281","3711025410",2017-09-19,"Yummex-The Specialty Food Festival",3
"21282","3711025410",2017-09-20,"The Specialty Food Festival",4
"21283","3711025411",2017-09-18,"The Specialty Food Festival",2
"21284","3711025411",2017-09-19,"Yummex-The Specialty Food Festival-Yummex-Gulf Host-Crossover into Hotel / Leisure",3
"21285","3711025412",2017-09-18,"The Specialty Food Festival",2
"21286","3711025412",2017-09-19,"Yummex-The Specialty Food Festival",3
"21287","3711025412",2017-09-20,"The Specialty Food Festival",4
"21288","3711025413",2017-09-18,"The Specialty Food Festival",2
"21289","3711025413",2017-09-19,"Yummex-The Specialty Food Festival",3
"21290","3711025413",2017-09-20,"The Specialty Food Festival",4
"21291","3711025414",2017-09-18,"The Specialty Food Festival",2
"21292","3711025415",2017-09-18,"The Specialty Food Festival-Gulf Host-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure-The Specialty Food Festival-Gulf Host-Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival",2
"21293","3711025415",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"21294","3711025417",2017-09-18,"The Specialty Food Festival",2
"21295","3711025417",2017-09-19,"Yummex-The Specialty Food Festival",3
"21296","3711025418",2017-09-18,"The Specialty Food Festival",2
"21297","3711025418",2017-09-19,"Yummex",3
"21298","3711025418",2017-09-20,"The Specialty Food Festival",4
"21299","3711025420",2017-09-18,"The Specialty Food Festival",2
"21300","3711025421",2017-09-18,"The Specialty Food Festival",2
"21301","3711025421",2017-09-19,"Yummex-The Specialty Food Festival",3
"21302","3711025421",2017-09-20,"The Specialty Food Festival",4
"21303","3711025422",2017-09-18,"The Specialty Food Festival-Seafex",2
"21304","3711025422",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"21305","3711025423",2017-09-18,"The Specialty Food Festival",2
"21306","3711025423",2017-09-19,"Yummex",3
"21307","3711025424",2017-09-18,"The Specialty Food Festival",2
"21308","3711025424",2017-09-19,"Yummex",3
"21309","3711025425",2017-09-18,"The Specialty Food Festival",2
"21310","3711025425",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"21311","3711025426",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"21312","3711025427",2017-09-18,"Crossover into Hotel / Leisure-Yummex",2
"21313","3711025428",2017-09-18,"The Specialty Food Festival-Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival",2
"21314","3711025428",2017-09-19,"Yummex-Seafex-The Specialty Food Festival",3
"21315","3711025428",2017-09-20,"Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival-Crossover into Hotel / Leisure",4
"21316","3711025429",2017-09-18,"The Specialty Food Festival",2
"21317","3711025429",2017-09-19,"Yummex-The Specialty Food Festival",3
"21318","3711025429",2017-09-20,"Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival-Crossover into Hotel / Leisure",4
"21319","3711025430",2017-09-18,"The Specialty Food Festival",2
"21320","3711025430",2017-09-19,"Yummex",3
"21321","3711025430",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"21322","3711025432",2017-09-18,"The Specialty Food Festival",2
"21323","3711025433",2017-09-18,"The Specialty Food Festival",2
"21324","3711025433",2017-09-19,"Yummex-The Specialty Food Festival",3
"21325","3711025433",2017-09-20,"Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival-Crossover into Hotel / Leisure",4
"21326","3711025435",2017-09-18,"The Specialty Food Festival-Gulf Host-Crossover into Hotel / Leisure-Yummex",2
"21327","3711025435",2017-09-19,"Yummex",3
"21328","3711025435",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
